"","assessment","assessor","representation.A","representation.B","selected.at","completed","Selected.representation","Select.best.duration","Select.best.SEQ","Select.best.SEQ.duration","total.duration"
"28219","Aantallen Schatten","Observer02",21,29,"2016/12/21 10:09:57",1,"29","5",6,"2",7
"28220","Aantallen Schatten","Observer02",20,15,"2016/12/21 10:10:05",1,"20","6",4,"2",8
"28221","Aantallen Schatten","Observer02",24,25,"2016/12/21 10:10:17",1,"25","10",6,"2",12
"28222","Aantallen Schatten","Observer02",10,27,"2016/12/21 10:10:24",1,"27","5",2,"2",7
"28223","Aantallen Schatten","Observer02",22,23,"2016/12/21 10:11:37",1,"22","70",6,"2",72
"28224","Aantallen Schatten","Observer02",13,12,"2016/12/21 10:11:53",1,"13","13",6,"3",16
"28225","Aantallen Schatten","Observer02",14,18,"2016/12/21 10:12:04",1,"18","8",6,"2",10
"28226","Aantallen Schatten","Observer02",12,10,"2016/12/21 10:12:19",1,"10","12",6,"3",15
"28227","Aantallen Schatten","Observer02",16,11,"2016/12/21 10:12:27",1,"16","5",4,"2",7
"28228","Aantallen Schatten","Observer02",15,14,"2016/12/21 10:12:36",1,"15","6",5,"2",8
"28229","Aantallen Schatten","Observer02",27,17,"2016/12/21 10:12:46",1,"27","8",6,"2",10
"28230","Aantallen Schatten","Observer02",20,21,"2016/12/21 10:13:11",1,"20","22",6,"2",24
"28232","Aantallen Schatten","Observer02",13,24,"2016/12/21 10:18:49",1,"24","335",3,"2",337
"28233","Aantallen Schatten","Observer02",29,26,"2016/12/21 10:18:58",1,"29","6",4,"2",8
"28234","Aantallen Schatten","Observer02",23,28,"2016/12/21 10:19:05",1,"28","5",4,"2",7
"28235","Aantallen Schatten","Observer02",22,18,"2016/12/21 10:19:13",1,"22","5",5,"3",8
"28236","Aantallen Schatten","Observer02",25,19,"2016/12/21 10:19:21",1,"25","4",5,"5",9
"28237","Aantallen Schatten","Observer02",10,29,"2016/12/21 10:19:30",1,"29","5",3,"2",7
"28238","Aantallen Schatten","Observer02",17,20,"2016/12/21 10:19:40",1,"20","8",6,"2",10
"28239","Aantallen Schatten","Observer02",11,26,"2016/12/21 12:26:19",1,"26","7597",2,"2",7599
"29211","Aantallen Schatten","Observer05",29,16,"2016/12/23 16:15:01",1,"29","5",4,"3",8
"28820","Aantallen Schatten","Observer10",23,11,"2016/12/22 10:29:54",1,"23","2",1,"1",3
"28533","Aantallen Schatten","Observer02",18,13,"2016/12/21 12:26:27",1,"18","6",4,"2",8
"28534","Aantallen Schatten","Observer02",28,14,"2016/12/21 12:26:34",1,"28","4",2,"2",6
"28535","Aantallen Schatten","Observer02",22,25,"2016/12/21 12:26:44",1,"25","8",6,"4",12
"28536","Aantallen Schatten","Observer02",19,23,"2016/12/21 12:26:57",1,"23","8",6,"2",10
"28537","Aantallen Schatten","Observer02",12,21,"2016/12/21 12:27:05",1,"21","6",4,"3",9
"28538","Aantallen Schatten","Observer02",15,16,"2016/12/21 12:27:32",1,"16","23",6,"2",25
"28539","Aantallen Schatten","Observer02",27,24,"2016/12/21 12:27:45",1,"27","11",6,"2",13
"28540","Aantallen Schatten","Observer02",12,15,"2016/12/21 12:27:54",1,"15","7",6,"2",9
"28541","Aantallen Schatten","Observer02",27,11,"2016/12/21 12:28:01",1,"27","4",2,"3",7
"28542","Aantallen Schatten","Observer02",29,20,"2016/12/21 12:28:15",1,"29","11",4,"2",13
"28543","Aantallen Schatten","Observer02",28,22,"2016/12/21 12:28:31",1,"28","13",6,"2",15
"28544","Aantallen Schatten","Observer02",16,19,"2016/12/21 12:29:37",1,"19","63",6,"2",65
"28546","Aantallen Schatten","Observer02",24,10,"2016/12/21 12:29:44",1,"24","4",3,"3",7
"28547","Aantallen Schatten","Observer02",17,14,"2016/12/21 12:29:54",1,"17","7",6,"3",10
"28548","Aantallen Schatten","Observer02",23,13,"2016/12/21 12:30:11",1,"23","13",4,"3",16
"28550","Aantallen Schatten","Observer02",21,26,"2016/12/21 12:30:22",1,"26","7",6,"4",11
"28551","Aantallen Schatten","Observer02",18,25,"2016/12/21 12:30:32",1,"25","6",4,"1",7
"28552","Aantallen Schatten","Observer02",10,22,"2016/12/21 12:30:39",1,"22","5",2,"3",8
"28553","Aantallen Schatten","Observer02",12,14,"2016/12/21 12:30:51",1,"14","9",6,"1",10
"28554","Aantallen Schatten","Observer02",20,11,"2016/12/21 12:30:57",1,"20","4",3,"2",6
"28555","Aantallen Schatten","Observer02",13,26,"2016/12/21 12:31:06",1,"26","7",3,"3",10
"28556","Aantallen Schatten","Observer02",17,18,"2016/12/21 12:32:40",1,"17","91",6,"2",93
"28557","Aantallen Schatten","Observer02",19,21,"2016/12/21 12:32:50",1,"19","8",6,"2",10
"28558","Aantallen Schatten","Observer02",28,25,"2016/12/21 12:33:00",1,"28","6",6,"3",9
"28559","Aantallen Schatten","Observer02",15,24,"2016/12/21 12:33:08",1,"24","6",6,"2",8
"28560","Aantallen Schatten","Observer02",29,23,"2016/12/21 12:33:15",1,"29","4",4,"2",6
"28561","Aantallen Schatten","Observer02",27,16,"2016/12/21 12:33:23",1,"27","5",5,"2",7
"28562","Aantallen Schatten","Observer02",11,12,"2016/12/21 12:33:30",1,"12","4",5,"2",6
"28563","Aantallen Schatten","Observer02",16,10,"2016/12/21 12:33:37",1,"16","4",3,"3",7
"28564","Aantallen Schatten","Observer02",24,28,"2016/12/21 12:33:55",1,"28","15",6,"2",17
"28565","Aantallen Schatten","Observer02",21,17,"2016/12/21 12:34:06",1,"21","8",6,"3",11
"28566","Aantallen Schatten","Observer02",14,13,"2016/12/21 12:34:16",1,"14","8",7,"2",10
"28567","Aantallen Schatten","Observer02",27,23,"2016/12/21 12:34:26",1,"27","7",7,"2",9
"28568","Aantallen Schatten","Observer02",20,18,"2016/12/21 12:34:41",1,"20","12",6,"2",14
"28569","Aantallen Schatten","Observer02",26,22,"2016/12/21 12:34:57",1,"22","13",6,"3",16
"28571","Aantallen Schatten","Observer02",15,19,"2016/12/21 12:35:16",1,"19","15",5,"3",18
"28572","Aantallen Schatten","Observer02",29,25,"2016/12/21 12:35:46",1,"25","26",6,"2",28
"28573","Aantallen Schatten","Observer02",21,14,"2016/12/21 12:35:54",1,"21","5",5,"2",7
"28574","Aantallen Schatten","Observer02",25,10,"2016/12/21 12:36:00",1,"25","4",2,"2",6
"28575","Aantallen Schatten","Observer02",24,23,"2016/12/21 12:36:08",1,"24","5",7,"3",8
"28576","Aantallen Schatten","Observer02",26,18,"2016/12/21 12:36:16",1,"26","5",5,"1",6
"28577","Aantallen Schatten","Observer02",20,13,"2016/12/21 12:36:23",1,"20","5",4,"1",6
"28578","Aantallen Schatten","Observer02",12,27,"2016/12/21 12:36:29",1,"27","4",3,"2",6
"28579","Aantallen Schatten","Observer02",22,15,"2016/12/21 12:36:40",1,"22","9",3,"79",88
"28581","Aantallen Schatten","Observer02",28,11,"2016/12/21 12:38:04",1,"28","4",1,"7",11
"28582","Aantallen Schatten","Observer02",16,17,"2016/12/21 12:38:19",1,"16","7",6,"3",10
"28583","Aantallen Schatten","Observer02",29,19,"2016/12/21 12:38:46",1,"29","24",6,"9",33
"28585","Aantallen Schatten","Observer12",21,26,"2016/12/21 12:38:50",1,"26","11",6,"5",16
"28587","Aantallen Schatten","Observer12",17,10,"2016/12/21 12:38:59",1,"17","3",3,"2",5
"28588","Aantallen Schatten","Observer12",15,12,"2016/12/21 12:39:05",1,"15","3",4,"3",6
"28589","Aantallen Schatten","Observer02",28,13,"2016/12/21 12:39:09",1,"28","4",2,"2",6
"28590","Aantallen Schatten","Observer12",22,27,"2016/12/21 12:39:10",1,"27","2",6,"10",12
"28591","Aantallen Schatten","Observer02",19,18,"2016/12/21 12:39:18",1,"19","6",6,"2",8
"28592","Aantallen Schatten","Observer02",24,21,"2016/12/21 12:39:26",1,"24","5",5,"6",11
"28593","Aantallen Schatten","Observer12",28,23,"2016/12/21 12:39:33",1,"28","12",5,"3",15
"28594","Aantallen Schatten","Observer02",22,12,"2016/12/21 12:39:35",1,"22","4",2,"2",6
"28595","Aantallen Schatten","Observer12",11,20,"2016/12/21 12:39:41",1,"20","4",3,"8",12
"28596","Aantallen Schatten","Observer02",25,26,"2016/12/21 12:40:32",1,"25","53",6,"3",56
"28597","Aantallen Schatten","Observer12",29,14,"2016/12/21 12:39:52",1,"29","3",4,"4",7
"28598","Aantallen Schatten","Observer12",24,18,"2016/12/21 12:40:02",1,"24","5",6,"3",8
"28599","Aantallen Schatten","Observer12",13,19,"2016/12/21 12:40:09",1,"19","3",3,"4",7
"28600","Aantallen Schatten","Observer12",25,16,"2016/12/21 12:40:15",1,"25","3",4,"4",7
"28601","Aantallen Schatten","Observer12",15,17,"2016/12/21 12:40:37",1,"17","18",7,"4",22
"28603","Aantallen Schatten","Observer02",20,10,"2016/12/21 12:40:39",1,"20","5",5,"2",7
"28604","Aantallen Schatten","Observer02",14,11,"2016/12/21 12:40:46",1,"14","5",6,"3",8
"28605","Aantallen Schatten","Observer12",23,21,"2016/12/21 12:40:49",1,"23","8",6,"4",12
"28606","Aantallen Schatten","Observer02",29,17,"2016/12/21 12:40:55",1,"29","6",6,"2",8
"28607","Aantallen Schatten","Observer12",27,20,"2016/12/21 12:41:06",1,"27","12",7,"3",15
"28608","Aantallen Schatten","Observer02",15,27,"2016/12/21 12:41:04",1,"27","6",6,"2",8
"28609","Aantallen Schatten","Observer02",29,28,"2016/12/21 12:41:14",1,"29","7",7,"3",10
"28610","Aantallen Schatten","Observer12",19,16,"2016/12/21 12:41:18",1,"16","9",7,"4",13
"28611","Aantallen Schatten","Observer02",15,11,"2016/12/21 12:41:22",1,"15","4",6,"5",9
"28612","Aantallen Schatten","Observer12",24,14,"2016/12/21 12:41:26",1,"24","3",5,"3",6
"28613","Aantallen Schatten","Observer02",13,10,"2016/12/21 12:41:32",1,"10","6",6,"1",7
"28614","Aantallen Schatten","Observer12",12,26,"2016/12/21 12:41:32",1,"26","2",2,"3",5
"28615","Aantallen Schatten","Observer02",27,21,"2016/12/21 12:41:38",1,"27","4",6,"2",6
"28616","Aantallen Schatten","Observer12",25,10,"2016/12/21 12:41:37",1,"25","3",2,"2",5
"28617","Aantallen Schatten","Observer12",22,18,"2016/12/21 12:41:45",1,"22","6",6,"2",8
"28618","Aantallen Schatten","Observer02",23,25,"2016/12/21 12:41:46",1,"25","5",6,"2",7
"28619","Aantallen Schatten","Observer12",28,29,"2016/12/21 12:41:53",1,"28","6",7,"3",9
"28620","Aantallen Schatten","Observer02",14,22,"2016/12/21 12:41:53",1,"22","5",4,"2",7
"28621","Aantallen Schatten","Observer02",19,17,"2016/12/21 12:42:00",1,"19","5",6,"4",9
"28622","Aantallen Schatten","Observer12",13,11,"2016/12/21 12:42:07",1,"13","11",6,"2",13
"28623","Aantallen Schatten","Observer02",26,20,"2016/12/21 12:42:17",1,"26","12",6,"3",15
"28624","Aantallen Schatten","Observer12",16,12,"2016/12/21 12:42:27",1,"16","18",6,"3",21
"28625","Aantallen Schatten","Observer02",24,18,"2016/12/21 12:42:25",1,"24","5",6,"4",9
"28626","Aantallen Schatten","Observer02",12,16,"2016/12/21 12:45:24",1,"16","173",3,"6",179
"28627","Aantallen Schatten","Observer12",10,21,"2016/12/21 12:42:34",1,"21","2",5,"4",6
"28628","Aantallen Schatten","Observer12",28,13,"2016/12/21 12:42:42",1,"28","4",5,"3",7
"28629","Aantallen Schatten","Observer12",24,20,"2016/12/21 12:42:54",1,"24","10",6,"1",11
"28630","Aantallen Schatten","Observer12",22,15,"2016/12/21 12:43:11",1,"22","15",7,"2",17
"28631","Aantallen Schatten","Observer12",17,14,"2016/12/21 12:43:26",1,"17","12",7,"3",15
"28632","Aantallen Schatten","Observer12",23,26,"2016/12/21 12:43:33",1,"26","3",6,"2",5
"28633","Aantallen Schatten","Observer12",29,11,"2016/12/21 12:43:37",1,"29","1",2,"3",4
"28634","Aantallen Schatten","Observer12",19,25,"2016/12/21 12:43:43",1,"25","3",5,"7",10
"28635","Aantallen Schatten","Observer12",27,18,"NA",0,"NA","56",-1,"NA",56
"28637","Aantallen Schatten","Observer02",25,15,"2016/12/21 12:45:35",1,"25","5",2,"2",7
"28638","Aantallen Schatten","Observer02",13,21,"2016/12/21 12:45:46",1,"21","8",6,"2",10
"28641","Aantallen Schatten","Observer02",28,19,"2016/12/21 12:46:06",1,"28","11",6,"3",14
"28642","Aantallen Schatten","Observer02",16,24,"2016/12/21 12:46:18",1,"24","9",6,"2",11
"28643","Aantallen Schatten","Observer02",17,26,"2016/12/21 12:46:28",1,"26","7",6,"2",9
"28644","Aantallen Schatten","Observer02",20,22,"2016/12/21 12:46:37",1,"22","6",5,"2",8
"28645","Aantallen Schatten","Observer02",18,12,"2016/12/21 12:46:46",1,"18","6",5,"3",9
"28646","Aantallen Schatten","Observer02",14,23,"2016/12/21 12:46:54",1,"23","5",3,"3",8
"28647","Aantallen Schatten","Observer02",10,11,"2016/12/21 12:47:05",1,"10","8",5,"2",10
"28648","Aantallen Schatten","Observer02",11,17,"2016/12/21 12:47:11",1,"17","4",2,"2",6
"28649","Aantallen Schatten","Observer02",23,18,"2016/12/21 12:47:18",1,"23","4",4,"3",7
"28650","Aantallen Schatten","Observer02",15,29,"2016/12/21 12:47:25",1,"29","4",2,"2",6
"28652","Aantallen Schatten","Observer02",14,10,"2016/12/21 12:47:35",1,"14","7",5,"2",9
"28653","Aantallen Schatten","Observer02",26,24,"2016/12/21 12:47:43",1,"26","5",6,"2",7
"28654","Aantallen Schatten","Observer02",28,16,"2016/12/21 12:47:54",1,"28","8",5,"3",11
"28655","Aantallen Schatten","Observer02",20,12,"2016/12/21 12:48:03",1,"20","5",3,"3",8
"28656","Aantallen Schatten","Observer02",25,21,"2016/12/21 12:48:11",1,"25","5",3,"2",7
"28657","Aantallen Schatten","Observer02",22,19,"2016/12/21 12:48:20",1,"22","5",5,"2",7
"28658","Aantallen Schatten","Observer02",27,13,"2016/12/21 12:48:27",1,"27","5",3,"2",7
"29170","Aantallen Schatten","Observer06",17,21,"2016/12/23 14:03:32",1,"21","5",6,"1",6
"29168","Aantallen Schatten","Observer06",18,24,"2016/12/23 14:03:20",1,"24","3",5,"2",5
"29176","Aantallen Schatten","Observer06",29,26,"2016/12/23 14:04:04",1,"29","3",7,"2",5
"29177","Aantallen Schatten","Observer06",13,15,"2016/12/23 14:04:09",1,"15","3",6,"1",4
"29166","Aantallen Schatten","Observer06",17,13,"2016/12/23 14:03:09",1,"17","2",4,"2",4
"29304","Aantallen Schatten","Observer06",20,12,"2016/12/26 14:26:20",1,"20","2",3,"4",6
"28822","Aantallen Schatten","Observer10",20,22,"2016/12/22 10:30:01",1,"22","3",4,"2",5
"28823","Aantallen Schatten","Observer10",24,12,"2016/12/22 10:30:06",1,"24","2",3,"2",4
"28824","Aantallen Schatten","Observer10",15,19,"2016/12/22 10:30:10",1,"19","1",5,"4",5
"28825","Aantallen Schatten","Observer10",17,26,"2016/12/22 10:30:16",1,"26","3",5,"1",4
"28826","Aantallen Schatten","Observer10",27,10,"2016/12/22 10:30:20",1,"27","1",1,"2",3
"28827","Aantallen Schatten","Observer10",16,14,"2016/12/22 10:30:42",1,"16","20",7,"2",22
"28828","Aantallen Schatten","Observer10",23,13,"2016/12/22 10:30:48",1,"23","3",5,"2",5
"28829","Aantallen Schatten","Observer10",14,12,"2016/12/22 10:30:53",1,"14","4",6,"3",7
"28830","Aantallen Schatten","Observer10",15,18,"2016/12/22 10:31:01",1,"18","4",6,"2",6
"28831","Aantallen Schatten","Observer10",27,19,"2016/12/22 10:31:09",1,"27","5",6,"2",7
"28832","Aantallen Schatten","Observer10",21,17,"2016/12/22 10:31:16",1,"17","6",7,"1",7
"28833","Aantallen Schatten","Observer10",24,22,"2016/12/22 10:31:20",1,"22","3",7,"2",5
"28834","Aantallen Schatten","Observer10",10,26,"2016/12/22 10:31:24",1,"26","2",2,"1",3
"28835","Aantallen Schatten","Observer10",11,29,"2016/12/22 10:31:28",1,"29","1",2,"2",3
"28836","Aantallen Schatten","Observer10",20,28,"2016/12/22 10:31:32",1,"28","3",6,"2",5
"28837","Aantallen Schatten","Observer10",25,16,"2016/12/22 10:31:37",1,"25","2",7,"2",4
"28838","Aantallen Schatten","Observer10",28,21,"2016/12/22 10:31:41",1,"28","2",4,"2",4
"28839","Aantallen Schatten","Observer10",29,24,"2016/12/22 10:31:49",1,"29","7",7,"3",10
"28840","Aantallen Schatten","Observer10",19,23,"2016/12/22 10:32:04",1,"19","10",5,"2",12
"28841","Aantallen Schatten","Observer10",18,14,"2016/12/22 10:32:07",1,"18","2",6,"2",4
"28842","Aantallen Schatten","Observer10",17,10,"2016/12/22 10:32:11",1,"17","2",2,"1",3
"28843","Aantallen Schatten","Observer10",20,16,"2016/12/22 10:32:15",1,"20","2",6,"2",4
"28844","Aantallen Schatten","Observer10",13,12,"2016/12/22 10:32:20",1,"13","3",6,"2",5
"28845","Aantallen Schatten","Observer10",27,15,"2016/12/22 10:32:24",1,"27","2",6,"2",4
"28846","Aantallen Schatten","Observer10",22,26,"2016/12/22 10:32:36",1,"22","11",5,"2",13
"28847","Aantallen Schatten","Observer10",11,25,"2016/12/22 10:32:41",1,"25","3",2,"1",4
"28848","Aantallen Schatten","Observer10",29,23,"2016/12/22 10:32:46",1,"29","2",5,"2",4
"28849","Aantallen Schatten","Observer10",28,14,"2016/12/22 10:32:49",1,"28","2",6,"1",3
"28850","Aantallen Schatten","Observer10",25,15,"2016/12/22 10:32:53",1,"25","1",6,"2",3
"28851","Aantallen Schatten","Observer10",24,17,"2016/12/22 10:32:57",1,"24","2",7,"3",5
"28852","Aantallen Schatten","Observer10",26,20,"2016/12/22 10:33:06",1,"20","5",7,"2",7
"28853","Aantallen Schatten","Observer10",19,12,"2016/12/22 10:33:10",1,"19","2",7,"2",4
"28854","Aantallen Schatten","Observer10",10,16,"2016/12/22 10:33:14",1,"16","2",1,"1",3
"28855","Aantallen Schatten","Observer10",27,21,"2016/12/22 10:33:18",1,"27","2",4,"2",4
"28856","Aantallen Schatten","Observer10",11,13,"2016/12/22 10:33:23",1,"13","4",6,"1",5
"28857","Aantallen Schatten","Observer10",18,22,"2016/12/22 10:33:27",1,"22","2",5,"2",4
"28858","Aantallen Schatten","Observer10",28,23,"2016/12/22 10:33:32",1,"28","3",7,"2",5
"28859","Aantallen Schatten","Observer10",15,24,"2016/12/22 10:33:36",1,"24","2",6,"1",3
"28860","Aantallen Schatten","Observer10",14,26,"2016/12/22 10:33:40",1,"26","2",7,"2",4
"28861","Aantallen Schatten","Observer10",27,16,"2016/12/22 10:33:49",1,"27","7",6,"2",9
"28862","Aantallen Schatten","Observer10",12,11,"2016/12/22 10:33:54",1,"12","3",7,"2",5
"28863","Aantallen Schatten","Observer10",22,17,"2016/12/22 10:34:04",1,"22","8",6,"2",10
"28864","Aantallen Schatten","Observer10",25,10,"2016/12/22 10:34:09",1,"25","1",3,"2",3
"28865","Aantallen Schatten","Observer10",29,20,"2016/12/22 10:34:14",1,"29","3",5,"2",5
"28866","Aantallen Schatten","Observer10",13,21,"2016/12/22 10:34:20",1,"21","3",5,"3",6
"28867","Aantallen Schatten","Observer10",18,19,"2016/12/22 10:34:27",1,"19","4",6,"2",6
"28868","Aantallen Schatten","Observer10",21,10,"2016/12/22 10:34:31",1,"21","2",4,"2",4
"28869","Aantallen Schatten","Observer10",19,24,"2016/12/22 10:34:42",1,"24","10",7,"3",13
"28870","Aantallen Schatten","Observer10",13,20,"2016/12/22 10:34:47",1,"20","2",5,"1",3
"28871","Aantallen Schatten","Observer10",14,17,"2016/12/22 10:34:52",1,"17","3",6,"3",6
"28872","Aantallen Schatten","Observer10",18,29,"2016/12/22 10:34:57",1,"29","2",4,"3",5
"28873","Aantallen Schatten","Observer10",16,26,"2016/12/22 10:35:02",1,"26","3",6,"1",4
"28874","Aantallen Schatten","Observer10",11,15,"2016/12/22 10:35:07",1,"15","3",5,"2",5
"28875","Aantallen Schatten","Observer10",27,28,"2016/12/22 10:35:26",1,"27","16",7,"4",20
"28876","Aantallen Schatten","Observer10",12,23,"2016/12/22 10:35:33",1,"23","3",5,"5",8
"28877","Aantallen Schatten","Observer10",22,25,"2016/12/22 10:35:44",1,"25","6",5,"2",8
"28878","Aantallen Schatten","Observer10",10,12,"2016/12/22 10:35:52",1,"12","5",5,"4",9
"28879","Aantallen Schatten","Observer10",11,22,"2016/12/22 10:36:00",1,"22","3",2,"3",6
"28880","Aantallen Schatten","Observer10",27,26,"2016/12/22 10:36:07",1,"27","3",7,"2",5
"28881","Aantallen Schatten","Observer10",18,21,"2016/12/22 10:36:23",1,"21","13",7,"2",15
"28882","Aantallen Schatten","Observer10",24,23,"2016/12/22 10:36:29",1,"24","3",5,"4",7
"28883","Aantallen Schatten","Observer10",13,14,"2016/12/22 10:36:35",1,"14","3",7,"2",5
"28884","Aantallen Schatten","Observer10",15,20,"2016/12/22 10:36:41",1,"20","3",7,"3",6
"28885","Aantallen Schatten","Observer10",28,25,"2016/12/22 10:36:48",1,"25","5",7,"3",8
"28886","Aantallen Schatten","Observer10",29,17,"2016/12/22 10:36:54",1,"29","3",5,"3",6
"28887","Aantallen Schatten","Observer10",16,19,"2016/12/22 10:37:01",1,"19","2",6,"3",5
"28888","Aantallen Schatten","Observer10",28,15,"2016/12/22 10:37:06",1,"28","2",4,"3",5
"28889","Aantallen Schatten","Observer10",16,29,"2016/12/22 10:37:11",1,"29","2",3,"2",4
"28890","Aantallen Schatten","Observer10",17,19,"2016/12/22 10:37:16",1,"19","2",6,"2",4
"28891","Aantallen Schatten","Observer10",26,25,"2016/12/22 10:37:20",1,"25","3",7,"1",4
"28892","Aantallen Schatten","Observer10",18,13,"2016/12/22 10:37:26",1,"18","5",7,"2",7
"28893","Aantallen Schatten","Observer10",12,22,"2016/12/22 10:37:32",1,"22","3",5,"3",6
"28894","Aantallen Schatten","Observer10",27,23,"2016/12/22 10:37:38",1,"27","4",5,"6",10
"28895","Aantallen Schatten","Observer10",11,21,"2016/12/22 10:37:46",1,"21","2",2,"1",3
"28896","Aantallen Schatten","Observer10",20,10,"2016/12/22 10:37:51",1,"20","2",2,"2",4
"28897","Aantallen Schatten","Observer10",24,14,"2016/12/22 10:37:57",1,"24","4",3,"5",9
"28898","Aantallen Schatten","Observer10",28,29,"2016/12/22 10:38:21",1,"29","18",7,"2",20
"28899","Aantallen Schatten","Observer10",19,21,"2016/12/22 10:38:27",1,"19","5",7,"1",6
"28900","Aantallen Schatten","Observer10",26,24,"2016/12/22 10:38:32",1,"26","3",7,"3",6
"28901","Aantallen Schatten","Observer10",13,22,"2016/12/22 10:38:36",1,"22","2",1,"1",3
"28902","Aantallen Schatten","Observer10",10,11,"2016/12/22 10:38:43",1,"10","5",7,"2",7
"28903","Aantallen Schatten","Observer10",18,16,"2016/12/22 10:38:47",1,"16","2",6,"1",3
"28904","Aantallen Schatten","Observer10",27,14,"2016/12/22 10:38:51",1,"27","2",6,"1",3
"28905","Aantallen Schatten","Observer10",15,23,"2016/12/22 10:38:55",1,"23","1",5,"2",3
"28906","Aantallen Schatten","Observer10",17,12,"2016/12/22 10:38:59",1,"17","2",6,"2",4
"28907","Aantallen Schatten","Observer10",25,20,"2016/12/22 10:39:03",1,"25","2",7,"2",4
"28908","Aantallen Schatten","Observer10",20,23,"2016/12/22 10:39:09",1,"20","5",7,"4",9
